nct_id,adverse_event_term,organ_system,serious,frequency_threshold,assessed_participants,affected_participants,events,event_type,antibody_name,antibody_category,indication,phase,enrollment
NCT24762298,Infusion related reaction,General disorders and administration site conditions,No,15%,390,30,55,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 1,390
NCT24762298,Infusion related reaction,General disorders and administration site conditions,No,10%,390,14,21,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 1,390
NCT24762298,Cytopenia,Blood and lymphatic system disorders,No,10%,390,32,55,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 1,390
NCT24762298,Infection,Infections and infestations,Yes,15%,390,15,17,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 1,390
NCT24762298,Infusion related reaction,General disorders and administration site conditions,No,5%,390,10,14,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 1,390
NCT24762298,Infusion related reaction,General disorders and administration site conditions,No,10%,390,27,51,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 1,390
NCT29922611,Infection,Infections and infestations,Yes,10%,288,23,26,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Cytopenia,Blood and lymphatic system disorders,No,15%,288,6,10,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Cytopenia,Blood and lymphatic system disorders,No,10%,288,18,23,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Infusion related reaction,General disorders and administration site conditions,No,15%,288,4,4,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Infection,Infections and infestations,Yes,10%,288,4,8,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Cytopenia,Blood and lymphatic system disorders,No,10%,288,19,27,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Cytopenia,Blood and lymphatic system disorders,No,15%,288,16,23,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Infusion related reaction,General disorders and administration site conditions,No,5%,288,16,21,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Infusion related reaction,General disorders and administration site conditions,No,10%,288,2,4,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT29922611,Infection,Infections and infestations,Yes,15%,288,11,15,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,288
NCT70687198,Infection,Infections and infestations,Yes,10%,970,22,31,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,970
NCT70687198,Cytopenia,Blood and lymphatic system disorders,No,10%,970,2,4,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,970
NCT70687198,Infusion related reaction,General disorders and administration site conditions,No,10%,970,50,98,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,970
NCT70687198,Cytopenia,Blood and lymphatic system disorders,No,10%,970,1,1,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 2,970
NCT65627719,Infusion related reaction,General disorders and administration site conditions,No,10%,36,2,2,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,36
NCT65627719,Infection,Infections and infestations,Yes,5%,36,1,2,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,36
NCT65627719,Infection,Infections and infestations,Yes,10%,36,2,3,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,36
NCT65627719,Cytopenia,Blood and lymphatic system disorders,No,5%,36,1,2,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,36
NCT65627719,Infection,Infections and infestations,Yes,15%,36,2,4,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,36
NCT65627719,Cytopenia,Blood and lymphatic system disorders,No,10%,36,2,2,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,36
NCT65627719,Cytopenia,Blood and lymphatic system disorders,No,5%,36,1,2,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,36
NCT65627719,Cytopenia,Blood and lymphatic system disorders,No,10%,36,3,5,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,36
NCT39275439,Cytopenia,Blood and lymphatic system disorders,No,15%,525,4,5,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Infusion related reaction,General disorders and administration site conditions,No,5%,525,42,66,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Infusion related reaction,General disorders and administration site conditions,No,5%,525,11,14,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Infusion related reaction,General disorders and administration site conditions,No,10%,525,12,17,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Cytopenia,Blood and lymphatic system disorders,No,5%,525,22,42,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Cytopenia,Blood and lymphatic system disorders,No,5%,525,31,55,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Cytopenia,Blood and lymphatic system disorders,No,10%,525,16,28,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Infusion related reaction,General disorders and administration site conditions,No,5%,525,16,29,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Infusion related reaction,General disorders and administration site conditions,No,5%,525,5,7,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT39275439,Infection,Infections and infestations,Yes,15%,525,45,81,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 3,525
NCT13086082,Cytopenia,Blood and lymphatic system disorders,No,10%,196,18,20,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,196
NCT13086082,Infection,Infections and infestations,Yes,10%,196,18,29,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,196
NCT13086082,Cytopenia,Blood and lymphatic system disorders,No,10%,196,15,22,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,196
NCT13086082,Cytopenia,Blood and lymphatic system disorders,No,5%,196,15,17,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,196
NCT13086082,Infusion related reaction,General disorders and administration site conditions,No,5%,196,2,2,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,196
NCT13086082,Infusion related reaction,General disorders and administration site conditions,No,10%,196,19,30,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,196
NCT13086082,Cytopenia,Blood and lymphatic system disorders,No,15%,196,17,28,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,196
NCT16210378,Cytopenia,Blood and lymphatic system disorders,No,5%,911,50,61,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT16210378,Cytopenia,Blood and lymphatic system disorders,No,5%,911,6,10,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT16210378,Infection,Infections and infestations,Yes,10%,911,43,56,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT16210378,Cytopenia,Blood and lymphatic system disorders,No,15%,911,34,63,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT16210378,Infection,Infections and infestations,Yes,5%,911,7,12,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT16210378,Infusion related reaction,General disorders and administration site conditions,No,10%,911,24,45,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT16210378,Infection,Infections and infestations,Yes,15%,911,12,21,All Causality,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT16210378,Infection,Infections and infestations,Yes,5%,911,33,66,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT16210378,Infusion related reaction,General disorders and administration site conditions,No,15%,911,26,31,Treatment Emergent,Rituximab,Anti-CD20,Multiple Sclerosis,Phase 4,911
NCT24962589,Infusion related reaction,General disorders and administration site conditions,No,5%,88,6,12,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,88
NCT24962589,Infection,Infections and infestations,Yes,10%,88,2,3,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,88
NCT24962589,Infection,Infections and infestations,Yes,10%,88,3,6,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,88
NCT24962589,Infection,Infections and infestations,Yes,5%,88,7,14,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,88
NCT24962589,Infusion related reaction,General disorders and administration site conditions,No,10%,88,1,1,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,88
NCT24962589,Infection,Infections and infestations,Yes,10%,88,1,2,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,88
NCT24962589,Infection,Infections and infestations,Yes,15%,88,4,5,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 1,88
NCT32126806,Infusion related reaction,General disorders and administration site conditions,No,15%,74,6,6,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,74
NCT32126806,Infection,Infections and infestations,Yes,5%,74,3,6,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,74
NCT32126806,Cytopenia,Blood and lymphatic system disorders,No,10%,74,6,11,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,74
NCT32126806,Infection,Infections and infestations,Yes,10%,74,7,8,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,74
NCT32126806,Infusion related reaction,General disorders and administration site conditions,No,10%,74,6,8,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,74
NCT32126806,Infusion related reaction,General disorders and administration site conditions,No,5%,74,6,11,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,74
NCT32126806,Cytopenia,Blood and lymphatic system disorders,No,15%,74,4,7,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,74
NCT40778145,Cytopenia,Blood and lymphatic system disorders,No,15%,514,16,31,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,514
NCT40778145,Infusion related reaction,General disorders and administration site conditions,No,15%,514,6,11,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,514
NCT40778145,Infusion related reaction,General disorders and administration site conditions,No,10%,514,18,23,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,514
NCT40778145,Infusion related reaction,General disorders and administration site conditions,No,10%,514,48,74,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,514
NCT40778145,Cytopenia,Blood and lymphatic system disorders,No,15%,514,15,29,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 2,514
NCT27960108,Cytopenia,Blood and lymphatic system disorders,No,15%,340,7,12,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Cytopenia,Blood and lymphatic system disorders,No,5%,340,12,14,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Cytopenia,Blood and lymphatic system disorders,No,10%,340,21,29,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Cytopenia,Blood and lymphatic system disorders,No,15%,340,22,37,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Infusion related reaction,General disorders and administration site conditions,No,10%,340,30,49,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Cytopenia,Blood and lymphatic system disorders,No,10%,340,18,36,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Infusion related reaction,General disorders and administration site conditions,No,10%,340,25,30,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Infection,Infections and infestations,Yes,15%,340,7,14,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Infusion related reaction,General disorders and administration site conditions,No,10%,340,19,29,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT27960108,Cytopenia,Blood and lymphatic system disorders,No,10%,340,19,35,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,340
NCT18105917,Cytopenia,Blood and lymphatic system disorders,No,5%,783,24,26,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT18105917,Infusion related reaction,General disorders and administration site conditions,No,10%,783,7,12,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT18105917,Cytopenia,Blood and lymphatic system disorders,No,15%,783,9,15,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT18105917,Cytopenia,Blood and lymphatic system disorders,No,5%,783,21,42,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT18105917,Infection,Infections and infestations,Yes,10%,783,46,61,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT18105917,Cytopenia,Blood and lymphatic system disorders,No,15%,783,41,81,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT18105917,Infusion related reaction,General disorders and administration site conditions,No,15%,783,45,45,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT18105917,Infusion related reaction,General disorders and administration site conditions,No,15%,783,25,49,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT18105917,Infection,Infections and infestations,Yes,10%,783,26,51,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 3,783
NCT47616921,Cytopenia,Blood and lymphatic system disorders,No,15%,346,19,27,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 4,346
NCT47616921,Infusion related reaction,General disorders and administration site conditions,No,10%,346,7,13,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 4,346
NCT47616921,Cytopenia,Blood and lymphatic system disorders,No,5%,346,8,16,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 4,346
NCT47616921,Infusion related reaction,General disorders and administration site conditions,No,5%,346,12,12,All Causality,Obinutuzumab,Anti-CD20,Lymphoma,Phase 4,346
NCT47616921,Cytopenia,Blood and lymphatic system disorders,No,10%,346,34,60,Treatment Emergent,Obinutuzumab,Anti-CD20,Lymphoma,Phase 4,346
NCT63782469,Infusion related reaction,General disorders and administration site conditions,No,10%,620,23,43,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Infection,Infections and infestations,Yes,10%,620,1,1,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Cytopenia,Blood and lymphatic system disorders,No,15%,620,9,15,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Infusion related reaction,General disorders and administration site conditions,No,5%,620,18,22,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Infection,Infections and infestations,Yes,10%,620,27,39,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Cytopenia,Blood and lymphatic system disorders,No,10%,620,35,39,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Infusion related reaction,General disorders and administration site conditions,No,5%,620,11,16,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Infusion related reaction,General disorders and administration site conditions,No,15%,620,23,35,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Cytopenia,Blood and lymphatic system disorders,No,5%,620,18,21,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Infection,Infections and infestations,Yes,10%,620,39,39,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Infusion related reaction,General disorders and administration site conditions,No,15%,620,7,13,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Cytopenia,Blood and lymphatic system disorders,No,15%,620,3,5,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Cytopenia,Blood and lymphatic system disorders,No,5%,620,47,68,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT63782469,Cytopenia,Blood and lymphatic system disorders,No,5%,620,23,27,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,620
NCT20258271,Cytopenia,Blood and lymphatic system disorders,No,5%,900,26,32,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Cytopenia,Blood and lymphatic system disorders,No,5%,900,28,56,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Infusion related reaction,General disorders and administration site conditions,No,5%,900,13,18,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Infection,Infections and infestations,Yes,15%,900,32,55,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Infusion related reaction,General disorders and administration site conditions,No,10%,900,7,12,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Infection,Infections and infestations,Yes,10%,900,50,85,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Infection,Infections and infestations,Yes,10%,900,49,86,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Cytopenia,Blood and lymphatic system disorders,No,5%,900,21,26,All Causality,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Infusion related reaction,General disorders and administration site conditions,No,10%,900,15,27,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
NCT20258271,Infusion related reaction,General disorders and administration site conditions,No,10%,900,9,16,Treatment Emergent,Obinutuzumab,Anti-CD20,Leukemia,Phase 1,900
