nct_id,antibody_name,antibody_category,indication,phase,enrollment,adverse_event_term,organ_system,serious,severity,assessed_participants,affected_participants,events,fraction_affected_%,is_failed_candidate,failure_reason,dose_mg_m2,duration_days,reversible,manageable,management_strategy,time_to_onset_days,resolution_days
NCT48836650,Obinutuzumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 1,41,Arthralgia,Musculoskeletal disorders,No,Mild,41,2,5,4.88,No,,3,119,Yes,No,Dose reduction,13,33
NCT39453601,Obinutuzumab,Anti-CD20,Multiple Myeloma,Phase 1,201,Colitis,Gastrointestinal disorders,No,Mild,201,2,6,1.0,No,,12,30,No,Yes,Dose reduction,25,28
NCT48335158,Obinutuzumab,Anti-CD20,Multiple Sclerosis,Phase 4,69,Cardiotoxicity,Cardiac disorders,No,Moderate,69,1,3,1.45,Yes,Competition,14,164,Yes,No,Treatment interruption,16,6
NCT24624600,Obinutuzumab,Anti-CD20,Colorectal Cancer,Phase 3,426,Nausea,Respiratory disorders,Yes,Mild,426,76,76,17.84,No,,19,266,Yes,No,Discontinuation,17,34
NCT90086463,Obinutuzumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 2,85,Rash,Respiratory disorders,No,Mild,85,20,20,23.53,No,,16,80,Yes,No,Supportive care,19,87
NCT64295520,Obinutuzumab,Anti-CD20,Colorectal Cancer,Phase 3,150,Fatigue,Musculoskeletal disorders,No,Severe,150,11,12,7.33,No,,17,60,No,Yes,Dose reduction,4,72
NCT71088583,Obinutuzumab,Anti-CD20,Multiple Myeloma,Phase 4,104,Neutropenia,Skin disorders,Yes,Severe,104,26,28,25.0,No,,15,261,Yes,Yes,Supportive care,15,63
NCT31381391,Obinutuzumab,Anti-CD20,Melanoma,Phase 2,101,Diarrhea,Cardiac disorders,No,Moderate,101,9,10,8.91,No,,11,286,No,Yes,Treatment interruption,22,5
NCT52154252,Obinutuzumab,Anti-CD20,Multiple Sclerosis,Phase 3,288,Rash,Cardiac disorders,No,Mild,288,8,11,2.78,No,,11,330,Yes,No,Discontinuation,27,86
NCT38706462,Obinutuzumab,Anti-CD20,Multiple Myeloma,Phase 3,52,Nausea,Blood disorders,Yes,Severe,52,1,5,1.92,Yes,Safety concerns,5,187,No,Yes,Discontinuation,9,83
NCT13719135,Obinutuzumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 3,164,Thrombocytopenia,Skin disorders,No,Mild,164,40,43,24.39,No,,2,335,No,Yes,Dose reduction,23,21
NCT45276367,Obinutuzumab,Anti-CD20,Multiple Myeloma,Phase 2,342,Nausea,Respiratory disorders,No,Moderate,342,81,86,23.68,Yes,Competition,3,68,No,Yes,Supportive care,13,8
NCT79666857,Obinutuzumab,Anti-CD20,Lung Cancer,Phase 4,98,Fatigue,Cardiac disorders,No,Severe,98,26,29,26.53,No,,17,77,No,Yes,Dose reduction,11,62
NCT26927586,Obinutuzumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 1,496,Neutropenia,Blood disorders,No,Moderate,496,88,93,17.74,Yes,Regulatory issues,12,216,No,Yes,Dose reduction,10,8
NCT73855958,Ofatumumab,Anti-CD20,Breast Cancer,Phase 1,225,Rash,Gastrointestinal disorders,Yes,Moderate,225,31,34,13.78,Yes,Safety concerns,13,55,Yes,Yes,Supportive care,21,68
NCT63031537,Ofatumumab,Anti-CD20,Multiple Myeloma,Phase 4,377,Rash,General disorders,No,Moderate,377,45,46,11.94,No,,15,324,No,No,Treatment interruption,30,58
NCT75033899,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 3,77,Pneumonitis,Respiratory disorders,No,Mild,77,5,8,6.49,No,,4,293,No,No,Discontinuation,7,5
NCT56956264,Ofatumumab,Anti-CD20,Lung Cancer,Phase 1,243,Hypothyroidism,General disorders,No,Moderate,243,53,53,21.81,No,,3,130,Yes,No,Discontinuation,9,28
NCT69321487,Ofatumumab,Anti-CD20,Lung Cancer,Phase 1,61,Nausea,Skin disorders,No,Mild,61,8,9,13.11,No,,5,100,No,Yes,Dose reduction,26,82
NCT55022619,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 2,289,Infusion-related reaction,Musculoskeletal disorders,No,Moderate,289,20,21,6.92,No,,10,146,Yes,Yes,Dose reduction,18,45
NCT49474437,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 1,293,Nausea,General disorders,No,Mild,293,23,26,7.85,No,,4,290,No,Yes,Discontinuation,21,39
NCT68629724,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 3,309,Neutropenia,Endocrine disorders,No,Mild,309,74,75,23.95,No,,20,86,Yes,Yes,Discontinuation,6,23
NCT52873055,Ofatumumab,Anti-CD20,Rheumatoid Arthritis,Phase 1,283,Pneumonitis,Endocrine disorders,No,Moderate,283,3,5,1.06,No,,20,155,Yes,Yes,Dose reduction,16,27
NCT29828367,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 3,247,Infusion-related reaction,Hepatobiliary disorders,No,Mild,247,52,56,21.05,No,,3,362,No,No,Supportive care,21,65
NCT63756985,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 2,237,Hepatotoxicity,Hepatobiliary disorders,No,Mild,237,66,66,27.85,No,,13,32,Yes,Yes,Supportive care,15,32
NCT35668692,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 2,264,Thrombocytopenia,Respiratory disorders,No,Mild,264,14,16,5.3,No,,18,134,No,No,Treatment interruption,17,90
NCT61147669,Ofatumumab,Anti-CD20,Melanoma,Phase 4,400,Thrombocytopenia,Gastrointestinal disorders,No,Moderate,400,31,35,7.75,No,,7,75,Yes,No,Dose reduction,14,88
NCT95269128,Ofatumumab,Anti-CD20,Melanoma,Phase 4,418,Rash,Gastrointestinal disorders,Yes,Severe,418,100,105,23.92,No,,9,112,Yes,Yes,Discontinuation,27,68
NCT68942849,Ofatumumab,Anti-CD20,Lung Cancer,Phase 2,385,Hyperthyroidism,Cardiac disorders,No,Moderate,385,71,76,18.44,No,,15,40,No,Yes,Treatment interruption,17,60
NCT36812377,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 3,222,Hyperthyroidism,Endocrine disorders,No,Mild,222,31,34,13.96,No,,6,122,Yes,No,Supportive care,24,55
NCT61786911,Ofatumumab,Anti-CD20,Lung Cancer,Phase 4,317,Fatigue,Blood disorders,No,Severe,317,55,59,17.35,No,,6,128,Yes,No,Dose reduction,4,70
NCT13287860,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 3,21,Rash,Musculoskeletal disorders,Yes,Severe,21,4,7,19.05,Yes,Safety concerns,4,226,Yes,Yes,Treatment interruption,14,52
NCT10240174,Ofatumumab,Anti-CD20,Multiple Sclerosis,Phase 3,137,Hepatotoxicity,Blood disorders,No,Mild,137,3,7,2.19,No,,3,165,Yes,No,Treatment interruption,20,41
NCT32367600,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 1,269,Fatigue,Endocrine disorders,No,Mild,269,13,16,4.83,No,,19,109,Yes,No,Discontinuation,28,68
NCT43770298,Ofatumumab,Anti-CD20,Multiple Myeloma,Phase 2,70,Anemia,Skin disorders,No,Severe,70,14,14,20.0,No,,16,116,No,Yes,Treatment interruption,4,27
NCT80676377,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 2,445,Cardiotoxicity,General disorders,No,Mild,445,106,111,23.82,No,,2,96,Yes,No,Dose reduction,7,6
NCT84067523,Ofatumumab,Anti-CD20,Rheumatoid Arthritis,Phase 2,57,Hypothyroidism,Endocrine disorders,Yes,Severe,57,17,20,29.82,No,,6,92,Yes,Yes,Discontinuation,25,43
NCT76870621,Ofatumumab,Anti-CD20,Lung Cancer,Phase 4,419,Hypothyroidism,Hepatobiliary disorders,No,Severe,419,114,115,27.21,No,,6,131,Yes,Yes,Treatment interruption,23,13
NCT46611758,Ofatumumab,Anti-CD20,Multiple Myeloma,Phase 4,39,Arthralgia,Skin disorders,No,Mild,39,5,5,12.82,No,,4,290,Yes,Yes,Treatment interruption,23,85
NCT77607653,Ofatumumab,Anti-CD20,Lung Cancer,Phase 1,213,Hepatotoxicity,Cardiac disorders,No,Severe,213,11,13,5.16,No,,5,206,No,No,Discontinuation,3,24
NCT25621915,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 2,218,Hyperthyroidism,Endocrine disorders,No,Severe,218,56,57,25.69,No,,8,122,Yes,No,Dose reduction,28,28
NCT63818819,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 3,395,Arthralgia,Musculoskeletal disorders,Yes,Moderate,395,61,61,15.44,Yes,Lack of efficacy,11,358,Yes,No,Supportive care,27,6
NCT20114896,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 1,478,Hypothyroidism,General disorders,Yes,Severe,478,109,112,22.8,Yes,Regulatory issues,4,246,Yes,No,Treatment interruption,22,76
NCT74887722,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 4,353,Neutropenia,Endocrine disorders,No,Mild,353,94,96,26.63,No,,4,285,No,Yes,Dose reduction,14,36
NCT33098505,Ofatumumab,Anti-CD20,Multiple Sclerosis,Phase 3,369,Hypothyroidism,Skin disorders,No,Mild,369,33,38,8.94,No,,2,277,No,No,Treatment interruption,26,10
NCT33172980,Ofatumumab,Anti-CD20,Lung Cancer,Phase 3,29,Hypothyroidism,Cardiac disorders,No,Severe,29,5,5,17.24,Yes,Regulatory issues,18,231,No,No,Treatment interruption,15,68
NCT60855152,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 2,490,Fatigue,General disorders,Yes,Severe,490,23,27,4.69,Yes,Safety concerns,5,60,Yes,Yes,Treatment interruption,22,87
NCT36588741,Ofatumumab,Anti-CD20,Lung Cancer,Phase 4,62,Colitis,Blood disorders,Yes,Mild,62,17,21,27.42,No,,10,199,No,Yes,Supportive care,21,13
NCT10049793,Ofatumumab,Anti-CD20,Multiple Sclerosis,Phase 1,418,Infusion-related reaction,Hepatobiliary disorders,No,Mild,418,56,57,13.4,No,,16,89,No,No,Dose reduction,8,19
NCT48944801,Ofatumumab,Anti-CD20,Multiple Sclerosis,Phase 1,445,Diarrhea,Blood disorders,No,Moderate,445,44,44,9.89,Yes,Regulatory issues,6,152,Yes,Yes,Supportive care,22,25
NCT48595881,Ofatumumab,Anti-CD20,Rheumatoid Arthritis,Phase 1,80,Anemia,Skin disorders,No,Mild,80,20,21,25.0,No,,14,200,No,No,Supportive care,6,62
NCT58046251,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 3,96,Cardiotoxicity,Hepatobiliary disorders,No,Mild,96,1,5,1.04,No,,1,332,No,Yes,Supportive care,10,64
NCT23507180,Ofatumumab,Anti-CD20,Multiple Sclerosis,Phase 1,391,Arthralgia,Musculoskeletal disorders,No,Mild,391,72,75,18.41,No,,8,187,Yes,Yes,Discontinuation,1,47
NCT46079876,Ofatumumab,Anti-CD20,Multiple Myeloma,Phase 2,167,Pneumonitis,Endocrine disorders,No,Severe,167,7,9,4.19,No,,7,126,No,Yes,Treatment interruption,12,65
NCT12551194,Ofatumumab,Anti-CD20,Rheumatoid Arthritis,Phase 1,87,Cardiotoxicity,Respiratory disorders,No,Mild,87,13,17,14.94,No,,10,193,No,No,Dose reduction,19,75
NCT60099201,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 1,488,Neutropenia,Hepatobiliary disorders,No,Mild,488,15,19,3.07,No,,15,52,No,No,Discontinuation,7,41
NCT36830061,Ofatumumab,Anti-CD20,Breast Cancer,Phase 3,371,Diarrhea,Endocrine disorders,No,Moderate,371,55,59,14.82,Yes,Regulatory issues,17,146,Yes,No,Supportive care,21,61
NCT11925116,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 4,75,Pneumonitis,Hepatobiliary disorders,No,Moderate,75,9,10,12.0,No,,17,182,No,No,Supportive care,22,17
NCT26002759,Ofatumumab,Anti-CD20,Lung Cancer,Phase 4,480,Anemia,Respiratory disorders,No,Mild,480,66,66,13.75,No,,14,293,Yes,Yes,Dose reduction,4,25
NCT52680635,Ofatumumab,Anti-CD20,Lung Cancer,Phase 2,60,Pneumonitis,Blood disorders,No,Mild,60,13,17,21.67,No,,8,260,Yes,No,Supportive care,2,58
NCT64417788,Ofatumumab,Anti-CD20,Rheumatoid Arthritis,Phase 2,178,Neutropenia,Cardiac disorders,No,Severe,178,23,27,12.92,Yes,Safety concerns,5,341,No,Yes,Dose reduction,29,64
NCT35924189,Ofatumumab,Anti-CD20,Lung Cancer,Phase 4,288,Hepatotoxicity,Musculoskeletal disorders,No,Mild,288,86,91,29.86,No,,5,259,No,Yes,Discontinuation,23,56
NCT49267199,Ofatumumab,Anti-CD20,Melanoma,Phase 1,135,Neutropenia,Endocrine disorders,No,Severe,135,33,36,24.44,No,,18,239,Yes,No,Supportive care,19,67
NCT30359676,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 4,123,Arthralgia,Musculoskeletal disorders,No,Severe,123,8,10,6.5,No,,20,193,No,Yes,Dose reduction,28,52
NCT11074440,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 4,460,Hypothyroidism,Musculoskeletal disorders,No,Moderate,460,75,76,16.3,No,,17,35,Yes,Yes,Supportive care,12,76
NCT22240588,Ofatumumab,Anti-CD20,Breast Cancer,Phase 4,376,Fatigue,Hepatobiliary disorders,Yes,Mild,376,22,24,5.85,No,,17,340,No,No,Discontinuation,30,14
NCT90711045,Ofatumumab,Anti-CD20,Colorectal Cancer,Phase 1,456,Arthralgia,Blood disorders,No,Severe,456,124,127,27.19,No,,12,321,No,Yes,Supportive care,21,35
NCT79131135,Ofatumumab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 2,424,Rash,General disorders,Yes,Mild,424,24,26,5.66,No,,19,137,Yes,No,Discontinuation,6,28
NCT20733217,Ofatumumab,Anti-CD20,Rheumatoid Arthritis,Phase 2,124,Rash,Blood disorders,No,Mild,124,25,25,20.16,No,,19,342,No,Yes,Dose reduction,12,27
NCT49338841,Ofatumumab,Anti-CD20,Multiple Sclerosis,Phase 4,225,Infusion-related reaction,Respiratory disorders,Yes,Severe,225,56,57,24.89,Yes,Lack of efficacy,4,34,No,No,Dose reduction,10,8
NCT83398249,Ofatumumab,Anti-CD20,Lung Cancer,Phase 2,238,Pneumonitis,General disorders,No,Mild,238,64,67,26.89,No,,8,263,Yes,No,Discontinuation,16,71
NCT76925130,Ublituximab,Anti-CD20,Rheumatoid Arthritis,Phase 1,207,Nausea,Respiratory disorders,No,Moderate,207,30,30,14.49,No,,19,251,No,Yes,Treatment interruption,2,59
NCT79713834,Ublituximab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 3,392,Nausea,Skin disorders,No,Mild,392,78,80,19.9,No,,13,203,Yes,No,Dose reduction,16,84
NCT25543673,Ublituximab,Anti-CD20,Breast Cancer,Phase 2,445,Hypothyroidism,Blood disorders,Yes,Moderate,445,130,131,29.21,No,,16,123,Yes,No,Dose reduction,16,76
NCT59184536,Ublituximab,Anti-CD20,Breast Cancer,Phase 1,278,Colitis,Musculoskeletal disorders,No,Moderate,278,34,35,12.23,No,,1,275,Yes,Yes,Discontinuation,27,3
NCT30693579,Ublituximab,Anti-CD20,Multiple Sclerosis,Phase 1,368,Fatigue,Musculoskeletal disorders,Yes,Moderate,368,4,8,1.09,No,,11,198,Yes,Yes,Discontinuation,5,77
NCT62065765,Ublituximab,Anti-CD20,Rheumatoid Arthritis,Phase 4,68,Anemia,Hepatobiliary disorders,Yes,Mild,68,11,13,16.18,Yes,Competition,17,201,No,No,Dose reduction,11,23
NCT24989008,Ublituximab,Anti-CD20,Rheumatoid Arthritis,Phase 1,89,Pneumonitis,Gastrointestinal disorders,No,Moderate,89,8,12,8.99,No,,1,102,Yes,Yes,Discontinuation,27,52
NCT13806268,Ublituximab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 1,102,Pneumonitis,Gastrointestinal disorders,No,Moderate,102,5,10,4.9,Yes,Competition,9,170,No,Yes,Dose reduction,25,27
NCT51495893,Ublituximab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 4,81,Arthralgia,Respiratory disorders,Yes,Severe,81,23,28,28.4,Yes,Lack of efficacy,5,249,No,No,Supportive care,12,81
NCT56258236,Ublituximab,Anti-CD20,Rheumatoid Arthritis,Phase 4,457,Diarrhea,Skin disorders,No,Mild,457,121,126,26.48,No,,9,88,No,Yes,Treatment interruption,13,25
NCT76345956,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 3,81,Hyperthyroidism,Blood disorders,No,Mild,81,19,22,23.46,No,,4,364,No,Yes,Treatment interruption,25,77
NCT15810677,Ublituximab,Anti-CD20,Multiple Sclerosis,Phase 3,377,Rash,Respiratory disorders,No,Mild,377,25,28,6.63,No,,10,230,No,No,Dose reduction,4,72
NCT33425164,Ublituximab,Anti-CD20,Breast Cancer,Phase 1,167,Anemia,Cardiac disorders,No,Mild,167,48,49,28.74,No,,13,153,No,No,Supportive care,25,30
NCT96938753,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 3,78,Infusion-related reaction,Gastrointestinal disorders,No,Mild,78,18,19,23.08,No,,19,364,No,No,Supportive care,16,18
NCT22212176,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 3,102,Fatigue,Gastrointestinal disorders,No,Mild,102,14,14,13.73,No,,20,273,No,Yes,Dose reduction,15,74
NCT29395523,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 3,78,Arthralgia,Hepatobiliary disorders,No,Mild,78,5,6,6.41,No,,14,306,No,No,Treatment interruption,7,74
NCT69520185,Ublituximab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 1,278,Cardiotoxicity,Skin disorders,No,Mild,278,30,34,10.79,No,,8,304,Yes,No,Discontinuation,19,75
NCT54680905,Ublituximab,Anti-CD20,Lung Cancer,Phase 1,235,Hypothyroidism,Endocrine disorders,No,Mild,235,60,62,25.53,No,,12,279,Yes,No,Dose reduction,11,37
NCT60984828,Ublituximab,Anti-CD20,Lung Cancer,Phase 4,107,Diarrhea,Skin disorders,No,Moderate,107,1,1,0.93,No,,10,310,No,Yes,Treatment interruption,19,83
NCT81847947,Ublituximab,Anti-CD20,Multiple Sclerosis,Phase 3,266,Nausea,General disorders,No,Mild,266,74,79,27.82,No,,14,122,Yes,No,Discontinuation,3,84
NCT79533741,Ublituximab,Anti-CD20,Rheumatoid Arthritis,Phase 2,88,Infusion-related reaction,Endocrine disorders,No,Severe,88,24,27,27.27,No,,8,332,No,Yes,Supportive care,14,69
NCT55385097,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 3,360,Rash,Cardiac disorders,Yes,Moderate,360,50,52,13.89,No,,12,277,No,No,Supportive care,10,9
NCT92822684,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 3,158,Cardiotoxicity,Gastrointestinal disorders,No,Mild,158,11,15,6.96,No,,18,181,Yes,No,Supportive care,1,90
NCT30583463,Ublituximab,Anti-CD20,Lung Cancer,Phase 1,378,Cardiotoxicity,Skin disorders,Yes,Moderate,378,99,100,26.19,No,,2,190,Yes,Yes,Supportive care,7,6
NCT66303156,Ublituximab,Anti-CD20,Breast Cancer,Phase 2,218,Hyperthyroidism,Blood disorders,No,Mild,218,45,48,20.64,No,,6,263,No,No,Treatment interruption,23,22
NCT74717190,Ublituximab,Anti-CD20,Multiple Sclerosis,Phase 4,131,Arthralgia,Endocrine disorders,No,Mild,131,4,5,3.05,No,,7,100,No,No,Dose reduction,4,58
NCT91974221,Ublituximab,Anti-CD20,Multiple Sclerosis,Phase 3,235,Hyperthyroidism,Gastrointestinal disorders,No,Mild,235,42,43,17.87,No,,18,48,No,No,Supportive care,1,89
NCT76969929,Ublituximab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 3,418,Hepatotoxicity,Endocrine disorders,No,Severe,418,35,36,8.37,Yes,Regulatory issues,11,148,No,No,Supportive care,29,33
NCT27630390,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 3,274,Anemia,Hepatobiliary disorders,No,Moderate,274,74,74,27.01,No,,4,135,Yes,Yes,Treatment interruption,13,54
NCT41251833,Ublituximab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 1,299,Infusion-related reaction,General disorders,No,Mild,299,1,3,0.33,No,,1,348,Yes,No,Supportive care,15,73
NCT40514481,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 3,365,Thrombocytopenia,Respiratory disorders,No,Severe,365,105,109,28.77,Yes,Safety concerns,18,302,Yes,No,Dose reduction,16,87
NCT95519630,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 2,471,Rash,Respiratory disorders,Yes,Mild,471,34,38,7.22,No,,13,36,Yes,No,Discontinuation,27,76
NCT95872109,Ublituximab,Anti-CD20,Melanoma,Phase 1,191,Hepatotoxicity,Cardiac disorders,Yes,Moderate,191,57,58,29.84,No,,7,65,Yes,Yes,Discontinuation,8,31
NCT38605763,Ublituximab,Anti-CD20,Rheumatoid Arthritis,Phase 4,499,Hypothyroidism,Endocrine disorders,No,Mild,499,43,44,8.62,No,,20,189,No,No,Dose reduction,11,63
NCT86461462,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 4,435,Fatigue,Skin disorders,No,Mild,435,3,3,0.69,No,,10,363,No,No,Treatment interruption,2,30
NCT17563622,Ublituximab,Anti-CD20,Breast Cancer,Phase 4,36,Nausea,General disorders,No,Moderate,36,9,13,25.0,Yes,Regulatory issues,12,30,No,Yes,Discontinuation,23,80
NCT63759269,Ublituximab,Anti-CD20,Breast Cancer,Phase 1,255,Cardiotoxicity,Skin disorders,No,Moderate,255,36,41,14.12,No,,10,347,Yes,Yes,Discontinuation,9,85
NCT20943295,Ublituximab,Anti-CD20,Lung Cancer,Phase 2,42,Nausea,Respiratory disorders,No,Severe,42,9,10,21.43,No,,11,125,Yes,No,Supportive care,1,54
NCT51736082,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 4,487,Hepatotoxicity,Skin disorders,No,Mild,487,31,34,6.37,No,,17,193,No,Yes,Discontinuation,3,38
NCT81458936,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 1,454,Arthralgia,Hepatobiliary disorders,No,Moderate,454,112,117,24.67,No,,14,258,Yes,No,Supportive care,2,41
NCT62039969,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 2,157,Arthralgia,Endocrine disorders,No,Severe,157,8,10,5.1,No,,14,358,Yes,Yes,Discontinuation,28,89
NCT19253720,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 4,467,Diarrhea,Blood disorders,No,Mild,467,90,91,19.27,No,,5,275,No,Yes,Dose reduction,5,16
NCT86142521,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 3,112,Pneumonitis,Musculoskeletal disorders,No,Mild,112,27,30,24.11,No,,9,146,Yes,No,Treatment interruption,4,46
NCT66304633,Ublituximab,Anti-CD20,Breast Cancer,Phase 2,320,Arthralgia,Musculoskeletal disorders,No,Severe,320,75,77,23.44,Yes,Lack of efficacy,13,36,Yes,No,Dose reduction,7,17
NCT88621234,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 3,456,Rash,Skin disorders,No,Mild,456,6,9,1.32,No,,1,214,No,No,Dose reduction,23,24
NCT79782864,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 1,49,Pneumonitis,Blood disorders,No,Mild,49,14,19,28.57,Yes,Safety concerns,3,344,Yes,Yes,Supportive care,24,51
NCT52578897,Ublituximab,Anti-CD20,Breast Cancer,Phase 1,253,Colitis,Cardiac disorders,No,Mild,253,30,33,11.86,No,,6,110,Yes,No,Supportive care,3,59
NCT72439179,Ublituximab,Anti-CD20,Lung Cancer,Phase 1,317,Colitis,Musculoskeletal disorders,No,Moderate,317,8,12,2.52,No,,15,156,No,Yes,Supportive care,1,90
NCT87917907,Ublituximab,Anti-CD20,Breast Cancer,Phase 1,53,Cardiotoxicity,Endocrine disorders,Yes,Severe,53,1,5,1.89,Yes,Regulatory issues,18,309,No,No,Dose reduction,24,74
NCT44790392,Ublituximab,Anti-CD20,Lung Cancer,Phase 4,128,Cardiotoxicity,Respiratory disorders,No,Severe,128,30,35,23.44,No,,4,124,Yes,Yes,Treatment interruption,24,80
NCT90107470,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 4,402,Diarrhea,Musculoskeletal disorders,No,Moderate,402,119,122,29.6,No,,3,310,Yes,No,Treatment interruption,20,84
NCT21665206,Ublituximab,Anti-CD20,Lung Cancer,Phase 3,34,Infusion-related reaction,Hepatobiliary disorders,No,Mild,34,4,9,11.76,No,,6,324,Yes,Yes,Treatment interruption,10,69
NCT47447677,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 3,196,Arthralgia,Musculoskeletal disorders,Yes,Mild,196,40,40,20.41,Yes,Competition,19,128,No,Yes,Discontinuation,22,69
NCT57439332,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 2,413,Thrombocytopenia,General disorders,No,Severe,413,46,47,11.14,No,,4,50,Yes,Yes,Discontinuation,6,35
NCT21300876,Ublituximab,Anti-CD20,Rheumatoid Arthritis,Phase 2,102,Diarrhea,Skin disorders,No,Mild,102,15,15,14.71,No,,10,50,No,Yes,Supportive care,27,70
NCT52763216,Ublituximab,Anti-CD20,Non-Hodgkin Lymphoma,Phase 4,413,Colitis,Hepatobiliary disorders,No,Mild,413,101,101,24.46,No,,18,355,Yes,Yes,Treatment interruption,18,82
NCT97061962,Ublituximab,Anti-CD20,Multiple Myeloma,Phase 1,270,Cardiotoxicity,Hepatobiliary disorders,No,Mild,270,43,47,15.93,No,,13,127,Yes,No,Discontinuation,29,80
NCT48590361,Ublituximab,Anti-CD20,Breast Cancer,Phase 1,38,Rash,Endocrine disorders,No,Mild,38,4,9,10.53,No,,19,324,Yes,Yes,Supportive care,18,37
NCT72805117,Ublituximab,Anti-CD20,Multiple Sclerosis,Phase 4,109,Hypothyroidism,Respiratory disorders,No,Mild,109,13,18,11.93,No,,16,263,Yes,Yes,Treatment interruption,2,24
NCT65681000,Ublituximab,Anti-CD20,Melanoma,Phase 2,116,Thrombocytopenia,Blood disorders,No,Mild,116,32,34,27.59,No,,4,156,Yes,Yes,Supportive care,22,76
NCT40274552,Ublituximab,Anti-CD20,Lung Cancer,Phase 2,299,Rash,Cardiac disorders,No,Mild,299,68,69,22.74,No,,13,275,No,No,Supportive care,8,67
NCT42373289,Ublituximab,Anti-CD20,Lung Cancer,Phase 3,299,Cardiotoxicity,Skin disorders,No,Moderate,299,50,55,16.72,No,,14,341,Yes,Yes,Treatment interruption,11,36
NCT48921578,Ublituximab,Anti-CD20,Rheumatoid Arthritis,Phase 2,276,Cardiotoxicity,General disorders,No,Mild,276,12,12,4.35,No,,6,165,No,Yes,Dose reduction,28,47
NCT77271447,Ublituximab,Anti-CD20,Colorectal Cancer,Phase 2,344,Cardiotoxicity,Cardiac disorders,No,Mild,344,61,66,17.73,No,,13,80,Yes,Yes,Dose reduction,25,22
NCT44999061,Ublituximab,Anti-CD20,Lung Cancer,Phase 4,67,Cardiotoxicity,Blood disorders,Yes,Severe,67,14,16,20.9,No,,9,308,No,Yes,Supportive care,21,46
NCT27665996,Ublituximab,Anti-CD20,Melanoma,Phase 4,68,Neutropenia,General disorders,No,Severe,68,20,20,29.41,Yes,Safety concerns,18,94,Yes,No,Treatment interruption,6,37
