Antibody_Name,Antibody_Type,Indication,Phase,Dose_mg_m2,Dose_Frequency,Enrollment,Duration_Days,Age_Range,Gender,ECOG_Performance,Adverse_Event,Organ_System,Severity,Affected_Patients,Fraction_Affected_%,Reversible,Manageable,Management_Strategy,Time_to_Onset_Days,Resolution_Days,Dose_Reduction_Required,Treatment_Discontinuation,Fatal_Outcome
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,15,Every 3 weeks,74,147,24-67,All,0-1,Severe Myocarditis,Cardiovascular,Severe,7,9.46,Partial,Yes,"Corticosteroids, cardiac support",73,6,No,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,7.5,Every 3 weeks,150,132,25-84,All,0-1,Severe Hepatotoxicity,Hepatic,Severe,14,9.33,Partial,Yes,"Liver function monitoring, dose adjustment",68,30,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,5,Bi-weekly,86,114,42-68,Female only,1-2,Anaphylaxis,Immunological,Severe,8,9.3,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",37,38,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,5,Every 3 weeks,43,87,55-79,All,1-2,Severe Neutropenia,Hematological,Severe,4,9.3,Yes,Yes,"G-CSF, antibiotics, dose reduction",82,43,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,15,Bi-weekly,151,54,35-65,Female only,0-1,Severe Neuropathy,Neurological,Severe,14,9.27,Partial,Yes,"Dose reduction, pain management",1,51,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,7.5,Weekly,151,344,35-66,Male only,0-2,Cardiac Toxicity,Cardiovascular,Severe,14,9.27,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",86,55,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,5,Monthly,88,39,25-76,Male only,0-2,Severe Neuropathy,Neurological,Severe,8,9.09,Partial,Yes,"Dose reduction, pain management",45,35,Yes,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,7.5,Every 3 weeks,178,206,24-65,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,16,8.99,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",73,39,Yes,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,5,Monthly,112,70,32-74,All,0-3,Severe Pneumonitis,Respiratory,Severe,10,8.93,Partial,Yes,"Corticosteroids, oxygen therapy",30,56,No,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,15,Monthly,184,118,34-74,Female only,0-3,Cytokine Release Syndrome,Immunological,Severe,16,8.7,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",76,41,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,7.5,Weekly,151,344,35-66,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,13,8.61,Partial,Yes,"Corticosteroids, cardiac support",84,3,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,10,Monthly,94,38,33-66,Male only,0-1,Severe Myocarditis,Cardiovascular,Severe,8,8.51,Partial,Yes,"Corticosteroids, cardiac support",67,7,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,10,Weekly,236,244,40-82,Male only,1-2,Severe Hepatotoxicity,Hepatic,Severe,20,8.47,Partial,Yes,"Liver function monitoring, dose adjustment",22,59,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,10,Every 3 weeks,48,129,28-80,Male only,0-2,Severe Neutropenia,Hematological,Severe,4,8.33,Yes,Yes,"G-CSF, antibiotics, dose reduction",64,54,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,7.5,Bi-weekly,206,281,60-71,Female only,1-2,Cytokine Release Syndrome,Immunological,Severe,17,8.25,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",57,58,Yes,No,Yes
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 2,5,Weekly,37,336,19-82,Female only,0-3,Severe Hepatotoxicity,Hepatic,Severe,3,8.11,Partial,Yes,"Liver function monitoring, dose adjustment",7,9,No,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,10,Bi-weekly,136,294,32-75,Female only,0-3,Anaphylaxis,Immunological,Severe,11,8.09,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",51,44,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 2,15,Monthly,150,92,61-81,Male only,0-3,Severe Neutropenia,Hematological,Severe,12,8.0,Yes,Yes,"G-CSF, antibiotics, dose reduction",11,44,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,5,Every 3 weeks,215,35,64-76,All,1-2,Severe Hepatotoxicity,Hepatic,Severe,17,7.91,Partial,Yes,"Liver function monitoring, dose adjustment",72,57,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,10,Every 3 weeks,242,33,37-81,All,0-1,Severe Myocarditis,Cardiovascular,Severe,19,7.85,Partial,Yes,"Corticosteroids, cardiac support",6,45,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,7.5,Weekly,128,33,45-75,Male only,0-3,Severe Neutropenia,Hematological,Severe,10,7.81,Yes,Yes,"G-CSF, antibiotics, dose reduction",30,60,No,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,15,Weekly,172,178,40-84,All,0-1,Cytokine Release Syndrome,Immunological,Severe,13,7.56,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",10,32,No,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,5,Bi-weekly,253,231,43-83,Male only,1-2,Cardiac Toxicity,Cardiovascular,Severe,19,7.51,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",77,44,Yes,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,5,Bi-weekly,80,264,62-76,Female only,1-2,Severe Myocarditis,Cardiovascular,Severe,6,7.5,Partial,Yes,"Corticosteroids, cardiac support",53,30,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,10,Monthly,94,38,33-66,Male only,0-1,Severe Neuropathy,Neurological,Severe,7,7.45,Partial,Yes,"Dose reduction, pain management",37,39,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,7.5,Every 3 weeks,150,132,25-84,All,0-1,Severe Myocarditis,Cardiovascular,Severe,11,7.33,Partial,Yes,"Corticosteroids, cardiac support",59,39,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Monthly,41,60,49-70,Female only,0-2,Severe Hepatotoxicity,Hepatic,Severe,3,7.32,Partial,Yes,"Liver function monitoring, dose adjustment",55,48,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,7.5,Weekly,151,344,35-66,Male only,0-2,Severe Hepatotoxicity,Hepatic,Severe,11,7.28,Partial,Yes,"Liver function monitoring, dose adjustment",62,8,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,10,Weekly,236,244,40-82,Male only,1-2,Severe Myocarditis,Cardiovascular,Severe,17,7.2,Partial,Yes,"Corticosteroids, cardiac support",16,32,No,No,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,7.5,Monthly,252,67,39-69,All,0-2,Cytokine Release Syndrome,Immunological,Severe,18,7.14,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",90,4,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,15,Monthly,184,118,34-74,Female only,0-3,Severe Neutropenia,Hematological,Severe,13,7.07,Yes,Yes,"G-CSF, antibiotics, dose reduction",20,16,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,10,Every 3 weeks,242,33,37-81,All,0-1,Severe Myocarditis,Cardiovascular,Severe,17,7.02,Partial,Yes,"Corticosteroids, cardiac support",43,22,No,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,5,Every 3 weeks,43,87,55-79,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,3,6.98,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",67,56,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,5,Monthly,88,39,25-76,Male only,0-2,Severe Neuropathy,Neurological,Severe,6,6.82,Partial,Yes,"Dose reduction, pain management",76,37,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,7.5,Bi-weekly,206,281,60-71,Female only,1-2,Severe Thrombocytopenia,Hematological,Severe,14,6.8,Yes,Yes,"Platelet transfusion, dose adjustment",80,30,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,15,Every 3 weeks,74,147,24-67,All,0-1,Severe Neuropathy,Neurological,Severe,5,6.76,Partial,Yes,"Dose reduction, pain management",16,50,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,15,Every 3 weeks,74,147,24-67,All,0-1,Severe Neutropenia,Hematological,Severe,5,6.76,Yes,Yes,"G-CSF, antibiotics, dose reduction",47,47,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,7.5,Monthly,224,61,24-81,Female only,0-1,Severe Hepatotoxicity,Hepatic,Severe,15,6.7,Partial,Yes,"Liver function monitoring, dose adjustment",86,13,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 2,15,Every 3 weeks,287,106,50-79,Male only,0-1,Severe Neuropathy,Neurological,Severe,19,6.62,Partial,Yes,"Dose reduction, pain management",10,3,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,15,Monthly,232,57,42-79,Male only,0-1,Severe Thrombocytopenia,Hematological,Severe,15,6.47,Yes,Yes,"Platelet transfusion, dose adjustment",54,31,Yes,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Weekly,279,309,30-71,All,1-2,Severe Pneumonitis,Respiratory,Severe,18,6.45,Partial,Yes,"Corticosteroids, oxygen therapy",3,43,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Weekly,279,309,30-71,All,1-2,Severe Colitis,Gastrointestinal,Severe,18,6.45,Yes,Yes,"Corticosteroids, infliximab",33,16,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,15,Weekly,172,178,40-84,All,0-1,Severe Hepatotoxicity,Hepatic,Severe,11,6.4,Partial,Yes,"Liver function monitoring, dose adjustment",83,40,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,7.5,Every 3 weeks,178,206,24-65,All,1-2,Severe Myocarditis,Cardiovascular,Severe,11,6.18,Partial,Yes,"Corticosteroids, cardiac support",64,14,No,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,5,Monthly,308,34,45-68,Female only,1-2,Severe Neuropathy,Neurological,Severe,19,6.17,Partial,Yes,"Dose reduction, pain management",82,37,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,7.5,Monthly,252,67,39-69,All,0-2,Severe Thrombocytopenia,Hematological,Severe,15,5.95,Yes,Yes,"Platelet transfusion, dose adjustment",74,1,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,5,Monthly,308,34,45-68,Female only,1-2,Severe Thrombocytopenia,Hematological,Severe,18,5.84,Yes,Yes,"Platelet transfusion, dose adjustment",40,18,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,7.5,Bi-weekly,206,281,60-71,Female only,1-2,Severe Colitis,Gastrointestinal,Severe,12,5.83,Yes,Yes,"Corticosteroids, infliximab",25,12,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,15,Weekly,120,84,26-66,Male only,0-3,Cytokine Release Syndrome,Immunological,Severe,7,5.83,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",22,35,Yes,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Weekly,279,309,30-71,All,1-2,Severe Neutropenia,Hematological,Severe,16,5.73,Yes,Yes,"G-CSF, antibiotics, dose reduction",61,26,Yes,No,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,5,Monthly,339,322,35-74,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,19,5.6,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",27,57,Yes,No,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 2,15,Every 3 weeks,287,106,50-79,Male only,0-1,Severe Myocarditis,Cardiovascular,Severe,16,5.57,Partial,Yes,"Corticosteroids, cardiac support",10,49,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,7.5,Bi-weekly,253,264,45-75,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,14,5.53,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",42,39,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,5,Monthly,308,34,45-68,Female only,1-2,Cardiac Toxicity,Cardiovascular,Severe,17,5.52,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",71,31,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,10,Bi-weekly,328,65,51-73,Male only,0-1,Severe Hepatotoxicity,Hepatic,Severe,18,5.49,Partial,Yes,"Liver function monitoring, dose adjustment",56,3,No,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,15,Bi-weekly,221,262,36-75,Female only,0-2,Cardiac Toxicity,Cardiovascular,Severe,12,5.43,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",70,60,No,No,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 2,5,Weekly,37,336,19-82,Female only,0-3,Severe Hepatotoxicity,Hepatic,Severe,2,5.41,Partial,Yes,"Liver function monitoring, dose adjustment",6,22,No,No,Yes
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,10,Every 3 weeks,333,101,34-78,Male only,0-2,Severe Neuropathy,Neurological,Severe,18,5.41,Partial,Yes,"Dose reduction, pain management",30,49,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Weekly,279,309,30-71,All,1-2,Severe Neuropathy,Neurological,Severe,15,5.38,Partial,Yes,"Dose reduction, pain management",4,54,No,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,15,Bi-weekly,150,178,40-67,Female only,0-1,Severe Hepatotoxicity,Hepatic,Severe,8,5.33,Partial,Yes,"Liver function monitoring, dose adjustment",8,7,Yes,No,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 2,7.5,Bi-weekly,379,329,49-80,Male only,0-1,Severe Colitis,Gastrointestinal,Severe,20,5.28,Yes,Yes,"Corticosteroids, infliximab",83,40,No,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,10,Bi-weekly,190,178,22-75,All,1-2,Severe Neuropathy,Neurological,Severe,10,5.26,Partial,Yes,"Dose reduction, pain management",25,46,No,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,15,Monthly,287,166,46-82,All,0-1,Severe Colitis,Gastrointestinal,Severe,15,5.23,Yes,Yes,"Corticosteroids, infliximab",2,32,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,15,Monthly,287,166,46-82,All,0-1,Severe Neuropathy,Neurological,Severe,15,5.23,Partial,Yes,"Dose reduction, pain management",10,9,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,15,Bi-weekly,313,54,37-83,Female only,0-1,Severe Myocarditis,Cardiovascular,Severe,16,5.11,Partial,Yes,"Corticosteroids, cardiac support",1,58,No,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,7.5,Monthly,352,204,21-85,Female only,1-2,Cardiac Toxicity,Cardiovascular,Severe,18,5.11,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",56,42,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,7.5,Every 3 weeks,178,206,24-65,All,1-2,Severe Colitis,Gastrointestinal,Severe,9,5.06,Yes,Yes,"Corticosteroids, infliximab",16,26,No,Yes,Yes
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,7.5,Every 3 weeks,178,206,24-65,All,1-2,Severe Neuropathy,Neurological,Severe,9,5.06,Partial,Yes,"Dose reduction, pain management",25,59,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,5,Bi-weekly,80,264,62-76,Female only,1-2,Severe Myocarditis,Cardiovascular,Severe,4,5.0,Partial,Yes,"Corticosteroids, cardiac support",8,56,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Monthly,41,60,49-70,Female only,0-2,Cytokine Release Syndrome,Immunological,Severe,2,4.88,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",24,40,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Monthly,41,60,49-70,Female only,0-2,Severe Colitis,Gastrointestinal,Severe,2,4.88,Yes,Yes,"Corticosteroids, infliximab",6,8,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,10,Bi-weekly,104,92,60-78,Female only,0-2,Severe Neuropathy,Neurological,Severe,5,4.81,Partial,Yes,"Dose reduction, pain management",40,46,Yes,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,7.5,Every 3 weeks,396,176,63-83,Female only,0-3,Anaphylaxis,Immunological,Severe,19,4.8,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",77,21,No,No,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,10,Every 3 weeks,356,143,56-75,Male only,0-1,Cytokine Release Syndrome,Immunological,Severe,17,4.78,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",80,16,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,10,Monthly,21,52,63-81,Male only,0-1,Severe Pneumonitis,Respiratory,Severe,1,4.76,Partial,Yes,"Corticosteroids, oxygen therapy",37,54,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,10,Monthly,21,52,63-81,Male only,0-1,Severe Myocarditis,Cardiovascular,Severe,1,4.76,Partial,Yes,"Corticosteroids, cardiac support",86,7,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,5,Monthly,339,322,35-74,All,1-2,Severe Myocarditis,Cardiovascular,Severe,16,4.72,Partial,Yes,"Corticosteroids, cardiac support",4,2,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,5,Monthly,339,322,35-74,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,16,4.72,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",8,11,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,10,Weekly,407,230,35-84,All,1-2,Severe Pneumonitis,Respiratory,Severe,19,4.67,Partial,Yes,"Corticosteroids, oxygen therapy",86,44,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Monthly,257,240,24-85,Female only,0-1,Cardiac Toxicity,Cardiovascular,Severe,12,4.67,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",76,15,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,15,Weekly,386,137,34-75,Male only,0-1,Severe Colitis,Gastrointestinal,Severe,18,4.66,Yes,Yes,"Corticosteroids, infliximab",2,36,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,7.5,Every 3 weeks,86,186,29-83,All,0-2,Cytokine Release Syndrome,Immunological,Severe,4,4.65,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",72,44,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,15,Weekly,172,178,40-84,All,0-1,Severe Neuropathy,Neurological,Severe,8,4.65,Partial,Yes,"Dose reduction, pain management",66,37,No,No,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,5,Bi-weekly,348,149,50-81,Female only,0-2,Cardiac Toxicity,Cardiovascular,Severe,16,4.6,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",7,29,No,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,7.5,Monthly,413,290,57-67,Male only,1-2,Cytokine Release Syndrome,Immunological,Severe,19,4.6,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",23,34,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,10,Weekly,371,316,46-85,Male only,0-1,Cardiac Toxicity,Cardiovascular,Severe,17,4.58,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",27,22,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,7.5,Monthly,352,204,21-85,Female only,1-2,Severe Myocarditis,Cardiovascular,Severe,16,4.55,Partial,Yes,"Corticosteroids, cardiac support",76,11,No,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 2,7.5,Monthly,352,204,21-85,Female only,1-2,Cardiac Toxicity,Cardiovascular,Severe,16,4.55,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",22,5,Yes,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,5,Monthly,45,75,32-84,Female only,1-2,Cytokine Release Syndrome,Immunological,Severe,2,4.44,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",56,40,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,5,Monthly,339,322,35-74,All,1-2,Severe Thrombocytopenia,Hematological,Severe,15,4.42,Yes,Yes,"Platelet transfusion, dose adjustment",79,38,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,10,Bi-weekly,136,294,32-75,Female only,0-3,Cardiac Toxicity,Cardiovascular,Severe,6,4.41,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",50,46,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,10,Weekly,371,316,46-85,Male only,0-1,Severe Myocarditis,Cardiovascular,Severe,16,4.31,Partial,Yes,"Corticosteroids, cardiac support",24,58,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,10,Monthly,257,240,24-85,Female only,0-1,Cardiac Toxicity,Cardiovascular,Severe,11,4.28,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",62,38,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,5,Monthly,351,219,61-83,Female only,0-2,Anaphylaxis,Immunological,Severe,15,4.27,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",31,10,Yes,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,10,Monthly,450,145,55-75,All,0-3,Severe Pneumonitis,Respiratory,Severe,19,4.22,Partial,Yes,"Corticosteroids, oxygen therapy",64,19,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,10,Monthly,450,145,55-75,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,19,4.22,Partial,Yes,"Liver function monitoring, dose adjustment",25,33,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 1,7.5,Weekly,430,261,42-65,All,0-3,Anaphylaxis,Immunological,Severe,18,4.19,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",70,39,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,10,Every 3 weeks,48,129,28-80,Male only,0-2,Anaphylaxis,Immunological,Severe,2,4.17,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",71,30,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,10,Every 3 weeks,48,129,28-80,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,2,4.17,Partial,Yes,"Corticosteroids, cardiac support",56,27,Yes,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,5,Bi-weekly,388,258,40-70,All,0-1,Cytokine Release Syndrome,Immunological,Severe,16,4.12,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",55,45,Yes,No,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 1,7.5,Every 3 weeks,197,116,32-82,Male only,0-1,Severe Neutropenia,Hematological,Severe,8,4.06,Yes,Yes,"G-CSF, antibiotics, dose reduction",90,49,No,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,7.5,Every 3 weeks,396,176,63-83,Female only,0-3,Severe Neutropenia,Hematological,Severe,16,4.04,Yes,Yes,"G-CSF, antibiotics, dose reduction",69,59,Yes,No,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,15,Every 3 weeks,372,303,28-74,Male only,0-3,Severe Pneumonitis,Respiratory,Severe,15,4.03,Partial,Yes,"Corticosteroids, oxygen therapy",58,59,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 2,7.5,Every 3 weeks,374,321,34-67,Male only,1-2,Cardiac Toxicity,Cardiovascular,Severe,15,4.01,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",72,4,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,5,Bi-weekly,253,231,43-83,Male only,1-2,Severe Neuropathy,Neurological,Severe,10,3.95,Partial,Yes,"Dose reduction, pain management",56,33,No,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,15,Every 3 weeks,332,305,53-78,Male only,0-3,Severe Hepatotoxicity,Hepatic,Severe,13,3.92,Partial,Yes,"Liver function monitoring, dose adjustment",72,51,Yes,No,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,7.5,Monthly,52,101,34-85,Female only,0-3,Cytokine Release Syndrome,Immunological,Severe,2,3.85,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",49,10,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 2,10,Every 3 weeks,500,318,42-70,Female only,0-2,Severe Neutropenia,Hematological,Severe,19,3.8,Yes,Yes,"G-CSF, antibiotics, dose reduction",89,35,Yes,No,Yes
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 3,7.5,Weekly,343,346,44-71,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,13,3.79,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",31,20,No,Yes,No
Bevacizumab,Anti-VEGF,Colorectal Cancer,Phase 3,15,Every 3 weeks,480,51,42-85,All,1-2,Severe Thrombocytopenia,Hematological,Severe,18,3.75,Yes,Yes,"Platelet transfusion, dose adjustment",52,13,No,Yes,No
Bevacizumab,Anti-VEGF,Ovarian Cancer,Phase 3,7.5,Weekly,268,181,24-72,Male only,1-2,Anaphylaxis,Immunological,Severe,10,3.73,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",43,22,Yes,Yes,No
Bevacizumab,Anti-VEGF,Lung Cancer,Phase 1,5,Monthly,487,117,51-74,Male only,0-2,Severe Thrombocytopenia,Hematological,Severe,18,3.7,Yes,Yes,"Platelet transfusion, dose adjustment",45,2,No,Yes,No
