nct_id,brief_title,official_title,study_type,phase,enrollment,start_date,completion_date,overall_status,lead_sponsor,study_design,primary_purpose,antibody_name,antibody_category,indication
NCT64768987,Study of Ipilimumab in Lung Cancer,A Phase 1 Study of Ipilimumab for the Treatment of Lung Cancer,Interventional,Phase 1,647,2021-12-18,2022-10-09,Completed,Other,Crossover Assignment,Treatment,Ipilimumab,Anti-CTLA-4,Lung Cancer
NCT92322273,Study of Ipilimumab in Lung Cancer,A Phase 1 Study of Ipilimumab for the Treatment of Lung Cancer,Observational,Phase 1,851,2023-05-19,2024-11-03,Recruiting,NIH,Single Group Assignment,Diagnostic,Ipilimumab,Anti-CTLA-4,Lung Cancer
NCT90382262,Study of Ipilimumab in Lung Cancer,A Phase 2 Study of Ipilimumab for the Treatment of Lung Cancer,Observational,Phase 2,576,2024-07-25,2024-11-19,Suspended,Industry,Parallel Assignment,Supportive Care,Ipilimumab,Anti-CTLA-4,Lung Cancer
NCT50643016,Study of Ipilimumab in Lung Cancer,A Phase 2 Study of Ipilimumab for the Treatment of Lung Cancer,Interventional,Phase 2,332,2022-03-03,2022-10-07,Recruiting,NIH,Parallel Assignment,Diagnostic,Ipilimumab,Anti-CTLA-4,Lung Cancer
NCT60442511,Study of Ipilimumab in Lung Cancer,A Phase 3 Study of Ipilimumab for the Treatment of Lung Cancer,Interventional,Phase 3,244,2021-02-12,2021-10-27,Suspended,Industry,Parallel Assignment,Prevention,Ipilimumab,Anti-CTLA-4,Lung Cancer
NCT37231699,Study of Ipilimumab in Lung Cancer,A Phase 3 Study of Ipilimumab for the Treatment of Lung Cancer,Interventional,Phase 3,422,2022-10-26,2024-10-19,Recruiting,NIH,Single Group Assignment,Prevention,Ipilimumab,Anti-CTLA-4,Lung Cancer
NCT91101049,Study of Ipilimumab in Lung Cancer,A Phase 4 Study of Ipilimumab for the Treatment of Lung Cancer,Observational,Phase 4,728,2020-04-30,2020-07-07,Terminated,Industry,Crossover Assignment,Diagnostic,Ipilimumab,Anti-CTLA-4,Lung Cancer
NCT57054706,Study of Ipilimumab in Lung Cancer,A Phase 4 Study of Ipilimumab for the Treatment of Lung Cancer,Observational,Phase 4,21,2024-07-07,2025-01-25,Terminated,NIH,Parallel Assignment,Prevention,Ipilimumab,Anti-CTLA-4,Lung Cancer
NCT78431036,Study of Tremelimumab in Melanoma,A Phase 1 Study of Tremelimumab for the Treatment of Melanoma,Observational,Phase 1,394,2023-09-02,2025-06-04,Suspended,Other,Crossover Assignment,Treatment,Tremelimumab,Anti-CTLA-4,Melanoma
NCT16337078,Study of Tremelimumab in Melanoma,A Phase 1 Study of Tremelimumab for the Treatment of Melanoma,Interventional,Phase 1,271,2021-09-25,2023-05-23,Recruiting,NIH,Parallel Assignment,Prevention,Tremelimumab,Anti-CTLA-4,Melanoma
NCT10417905,Study of Tremelimumab in Melanoma,A Phase 2 Study of Tremelimumab for the Treatment of Melanoma,Observational,Phase 2,728,2022-03-29,2022-08-27,Recruiting,Industry,Crossover Assignment,Prevention,Tremelimumab,Anti-CTLA-4,Melanoma
NCT21408995,Study of Tremelimumab in Melanoma,A Phase 2 Study of Tremelimumab for the Treatment of Melanoma,Observational,Phase 2,171,2023-01-01,2024-01-20,Recruiting,Other,Parallel Assignment,Prevention,Tremelimumab,Anti-CTLA-4,Melanoma
NCT13572258,Study of Tremelimumab in Melanoma,A Phase 2 Study of Tremelimumab for the Treatment of Melanoma,Interventional,Phase 2,725,2021-01-25,2021-09-24,Completed,Other,Single Group Assignment,Prevention,Tremelimumab,Anti-CTLA-4,Melanoma
NCT32770173,Study of Tremelimumab in Melanoma,A Phase 3 Study of Tremelimumab for the Treatment of Melanoma,Observational,Phase 3,358,2023-11-11,2025-07-01,Suspended,Other,Parallel Assignment,Treatment,Tremelimumab,Anti-CTLA-4,Melanoma
NCT97225414,Study of Tremelimumab in Melanoma,A Phase 4 Study of Tremelimumab for the Treatment of Melanoma,Interventional,Phase 4,566,2023-04-21,2024-01-03,Recruiting,Industry,Crossover Assignment,Diagnostic,Tremelimumab,Anti-CTLA-4,Melanoma
NCT41223122,Study of Tremelimumab in Melanoma,A Phase 4 Study of Tremelimumab for the Treatment of Melanoma,Observational,Phase 4,432,2020-05-27,2022-03-09,Recruiting,NIH,Parallel Assignment,Diagnostic,Tremelimumab,Anti-CTLA-4,Melanoma
NCT56265315,Study of Tremelimumab in Melanoma,A Phase 4 Study of Tremelimumab for the Treatment of Melanoma,Interventional,Phase 4,967,2021-04-24,2023-02-02,Recruiting,NIH,Crossover Assignment,Prevention,Tremelimumab,Anti-CTLA-4,Melanoma
NCT16513150,Study of Tremelimumab in Lung Cancer,A Phase 1 Study of Tremelimumab for the Treatment of Lung Cancer,Observational,Phase 1,419,2020-02-28,2021-10-24,Completed,Other,Parallel Assignment,Diagnostic,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT50986875,Study of Tremelimumab in Lung Cancer,A Phase 1 Study of Tremelimumab for the Treatment of Lung Cancer,Observational,Phase 1,688,2020-05-12,2020-11-07,Recruiting,Industry,Parallel Assignment,Diagnostic,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT54799425,Study of Tremelimumab in Lung Cancer,A Phase 1 Study of Tremelimumab for the Treatment of Lung Cancer,Interventional,Phase 1,634,2023-06-12,2024-12-03,Completed,NIH,Crossover Assignment,Diagnostic,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT89252381,Study of Tremelimumab in Lung Cancer,A Phase 2 Study of Tremelimumab for the Treatment of Lung Cancer,Observational,Phase 2,642,2020-06-04,2022-04-22,Recruiting,NIH,Parallel Assignment,Diagnostic,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT17690425,Study of Tremelimumab in Lung Cancer,A Phase 2 Study of Tremelimumab for the Treatment of Lung Cancer,Interventional,Phase 2,488,2025-03-22,2026-04-22,Terminated,Industry,Single Group Assignment,Treatment,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT79933371,Study of Tremelimumab in Lung Cancer,A Phase 2 Study of Tremelimumab for the Treatment of Lung Cancer,Observational,Phase 2,289,2022-08-30,2022-12-01,Completed,Industry,Single Group Assignment,Diagnostic,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT43887240,Study of Tremelimumab in Lung Cancer,A Phase 3 Study of Tremelimumab for the Treatment of Lung Cancer,Observational,Phase 3,249,2020-11-12,2021-01-26,Completed,Industry,Parallel Assignment,Supportive Care,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT12158858,Study of Tremelimumab in Lung Cancer,A Phase 3 Study of Tremelimumab for the Treatment of Lung Cancer,Observational,Phase 3,832,2021-08-22,2023-01-12,Suspended,Industry,Crossover Assignment,Prevention,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT33337016,Study of Tremelimumab in Lung Cancer,A Phase 3 Study of Tremelimumab for the Treatment of Lung Cancer,Observational,Phase 3,572,2021-09-27,2023-07-05,Completed,Industry,Single Group Assignment,Prevention,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT46325025,Study of Tremelimumab in Lung Cancer,A Phase 4 Study of Tremelimumab for the Treatment of Lung Cancer,Interventional,Phase 4,179,2022-02-14,2023-10-23,Completed,NIH,Single Group Assignment,Diagnostic,Tremelimumab,Anti-CTLA-4,Lung Cancer
NCT11007461,Study of Adalimumab in Rheumatoid Arthritis,A Phase 1 Study of Adalimumab for the Treatment of Rheumatoid Arthritis,Observational,Phase 1,314,2023-11-13,2024-02-23,Recruiting,Industry,Crossover Assignment,Supportive Care,Adalimumab,Anti-TNF,Rheumatoid Arthritis
NCT97748109,Study of Adalimumab in Rheumatoid Arthritis,A Phase 2 Study of Adalimumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 2,648,2023-07-13,2024-06-08,Completed,Industry,Single Group Assignment,Supportive Care,Adalimumab,Anti-TNF,Rheumatoid Arthritis
NCT35573456,Study of Adalimumab in Rheumatoid Arthritis,A Phase 2 Study of Adalimumab for the Treatment of Rheumatoid Arthritis,Observational,Phase 2,500,2021-04-22,2022-10-03,Terminated,Other,Crossover Assignment,Treatment,Adalimumab,Anti-TNF,Rheumatoid Arthritis
NCT43966690,Study of Adalimumab in Rheumatoid Arthritis,A Phase 2 Study of Adalimumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 2,649,2024-08-18,2025-05-30,Completed,NIH,Single Group Assignment,Supportive Care,Adalimumab,Anti-TNF,Rheumatoid Arthritis
NCT85933226,Study of Adalimumab in Rheumatoid Arthritis,A Phase 3 Study of Adalimumab for the Treatment of Rheumatoid Arthritis,Observational,Phase 3,929,2021-01-22,2021-09-15,Completed,NIH,Single Group Assignment,Supportive Care,Adalimumab,Anti-TNF,Rheumatoid Arthritis
NCT92756595,Study of Adalimumab in Rheumatoid Arthritis,A Phase 4 Study of Adalimumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 4,345,2020-07-12,2021-01-06,Recruiting,NIH,Crossover Assignment,Diagnostic,Adalimumab,Anti-TNF,Rheumatoid Arthritis
NCT99489167,Study of Adalimumab in Rheumatoid Arthritis,A Phase 4 Study of Adalimumab for the Treatment of Rheumatoid Arthritis,Observational,Phase 4,734,2024-02-15,2025-09-26,Suspended,Industry,Parallel Assignment,Supportive Care,Adalimumab,Anti-TNF,Rheumatoid Arthritis
NCT80682174,Study of Adalimumab in Rheumatoid Arthritis,A Phase 4 Study of Adalimumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 4,78,2025-01-11,2026-08-17,Recruiting,Other,Parallel Assignment,Prevention,Adalimumab,Anti-TNF,Rheumatoid Arthritis
NCT24135362,Study of Adalimumab in Crohn's Disease,A Phase 1 Study of Adalimumab for the Treatment of Crohn's Disease,Interventional,Phase 1,511,2021-12-07,2023-03-30,Recruiting,Other,Parallel Assignment,Treatment,Adalimumab,Anti-TNF,Crohn's Disease
NCT94038370,Study of Adalimumab in Crohn's Disease,A Phase 1 Study of Adalimumab for the Treatment of Crohn's Disease,Observational,Phase 1,126,2024-05-09,2025-04-20,Suspended,NIH,Parallel Assignment,Treatment,Adalimumab,Anti-TNF,Crohn's Disease
NCT50093936,Study of Adalimumab in Crohn's Disease,A Phase 2 Study of Adalimumab for the Treatment of Crohn's Disease,Observational,Phase 2,499,2023-04-28,2025-02-04,Suspended,Other,Parallel Assignment,Treatment,Adalimumab,Anti-TNF,Crohn's Disease
NCT48837019,Study of Adalimumab in Crohn's Disease,A Phase 2 Study of Adalimumab for the Treatment of Crohn's Disease,Observational,Phase 2,303,2022-02-06,2022-12-04,Terminated,NIH,Single Group Assignment,Treatment,Adalimumab,Anti-TNF,Crohn's Disease
NCT22311693,Study of Adalimumab in Crohn's Disease,A Phase 2 Study of Adalimumab for the Treatment of Crohn's Disease,Interventional,Phase 2,266,2020-08-17,2022-03-16,Completed,Other,Crossover Assignment,Treatment,Adalimumab,Anti-TNF,Crohn's Disease
NCT74981713,Study of Adalimumab in Crohn's Disease,A Phase 3 Study of Adalimumab for the Treatment of Crohn's Disease,Interventional,Phase 3,371,2024-09-24,2025-11-30,Terminated,Industry,Crossover Assignment,Prevention,Adalimumab,Anti-TNF,Crohn's Disease
NCT80758062,Study of Adalimumab in Crohn's Disease,A Phase 3 Study of Adalimumab for the Treatment of Crohn's Disease,Interventional,Phase 3,863,2024-03-28,2025-04-15,Suspended,Other,Parallel Assignment,Treatment,Adalimumab,Anti-TNF,Crohn's Disease
NCT80948906,Study of Adalimumab in Crohn's Disease,A Phase 4 Study of Adalimumab for the Treatment of Crohn's Disease,Interventional,Phase 4,510,2023-05-23,2024-04-23,Recruiting,NIH,Parallel Assignment,Diagnostic,Adalimumab,Anti-TNF,Crohn's Disease
NCT37486257,Study of Adalimumab in Crohn's Disease,A Phase 4 Study of Adalimumab for the Treatment of Crohn's Disease,Observational,Phase 4,433,2020-09-21,2021-06-02,Completed,NIH,Crossover Assignment,Diagnostic,Adalimumab,Anti-TNF,Crohn's Disease
NCT96417196,Study of Adalimumab in Psoriasis,A Phase 1 Study of Adalimumab for the Treatment of Psoriasis,Observational,Phase 1,625,2020-03-25,2020-10-21,Completed,NIH,Crossover Assignment,Diagnostic,Adalimumab,Anti-TNF,Psoriasis
NCT44511828,Study of Adalimumab in Psoriasis,A Phase 2 Study of Adalimumab for the Treatment of Psoriasis,Observational,Phase 2,246,2023-09-11,2025-08-02,Suspended,NIH,Crossover Assignment,Treatment,Adalimumab,Anti-TNF,Psoriasis
NCT32085804,Study of Adalimumab in Psoriasis,A Phase 2 Study of Adalimumab for the Treatment of Psoriasis,Observational,Phase 2,950,2021-05-12,2023-01-15,Suspended,Other,Single Group Assignment,Prevention,Adalimumab,Anti-TNF,Psoriasis
NCT92889143,Study of Adalimumab in Psoriasis,A Phase 2 Study of Adalimumab for the Treatment of Psoriasis,Observational,Phase 2,925,2022-05-08,2024-04-24,Recruiting,NIH,Crossover Assignment,Supportive Care,Adalimumab,Anti-TNF,Psoriasis
NCT15815294,Study of Adalimumab in Psoriasis,A Phase 3 Study of Adalimumab for the Treatment of Psoriasis,Observational,Phase 3,247,2022-05-30,2022-07-23,Completed,NIH,Single Group Assignment,Treatment,Adalimumab,Anti-TNF,Psoriasis
NCT68719223,Study of Adalimumab in Psoriasis,A Phase 3 Study of Adalimumab for the Treatment of Psoriasis,Observational,Phase 3,346,2025-02-11,2026-10-29,Recruiting,Other,Parallel Assignment,Diagnostic,Adalimumab,Anti-TNF,Psoriasis
NCT30399032,Study of Adalimumab in Psoriasis,A Phase 3 Study of Adalimumab for the Treatment of Psoriasis,Interventional,Phase 3,749,2022-10-10,2024-07-25,Recruiting,Industry,Crossover Assignment,Prevention,Adalimumab,Anti-TNF,Psoriasis
NCT79831002,Study of Adalimumab in Psoriasis,A Phase 4 Study of Adalimumab for the Treatment of Psoriasis,Interventional,Phase 4,273,2024-07-26,2025-05-02,Suspended,Other,Single Group Assignment,Supportive Care,Adalimumab,Anti-TNF,Psoriasis
NCT49032232,Study of Adalimumab in Psoriasis,A Phase 4 Study of Adalimumab for the Treatment of Psoriasis,Interventional,Phase 4,29,2024-07-11,2025-12-08,Terminated,Industry,Single Group Assignment,Diagnostic,Adalimumab,Anti-TNF,Psoriasis
NCT55167681,Study of Infliximab in Rheumatoid Arthritis,A Phase 1 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Observational,Phase 1,774,2021-07-31,2022-08-08,Terminated,NIH,Single Group Assignment,Supportive Care,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT16019324,Study of Infliximab in Rheumatoid Arthritis,A Phase 1 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Observational,Phase 1,21,2020-04-11,2020-10-22,Suspended,Industry,Parallel Assignment,Prevention,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT31936985,Study of Infliximab in Rheumatoid Arthritis,A Phase 1 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 1,304,2022-11-22,2023-09-13,Terminated,Other,Crossover Assignment,Treatment,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT75611145,Study of Infliximab in Rheumatoid Arthritis,A Phase 2 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Observational,Phase 2,433,2021-03-31,2022-11-06,Terminated,NIH,Crossover Assignment,Prevention,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT99787561,Study of Infliximab in Rheumatoid Arthritis,A Phase 3 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Observational,Phase 3,717,2022-02-21,2022-04-21,Suspended,Other,Single Group Assignment,Treatment,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT24208608,Study of Infliximab in Rheumatoid Arthritis,A Phase 3 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 3,427,2024-11-08,2025-11-10,Suspended,NIH,Crossover Assignment,Prevention,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT43982576,Study of Infliximab in Rheumatoid Arthritis,A Phase 3 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 3,633,2024-03-16,2025-12-31,Completed,Other,Crossover Assignment,Diagnostic,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT31344084,Study of Infliximab in Rheumatoid Arthritis,A Phase 4 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 4,584,2022-10-11,2022-11-24,Completed,Other,Parallel Assignment,Treatment,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT15451654,Study of Infliximab in Rheumatoid Arthritis,A Phase 4 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Observational,Phase 4,460,2021-08-11,2022-10-17,Terminated,NIH,Crossover Assignment,Supportive Care,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT90733242,Study of Infliximab in Rheumatoid Arthritis,A Phase 4 Study of Infliximab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 4,275,2023-05-31,2024-07-16,Suspended,Other,Single Group Assignment,Supportive Care,Infliximab,Anti-TNF,Rheumatoid Arthritis
NCT31094512,Study of Infliximab in Crohn's Disease,A Phase 1 Study of Infliximab for the Treatment of Crohn's Disease,Observational,Phase 1,952,2020-05-21,2020-08-29,Terminated,Industry,Crossover Assignment,Treatment,Infliximab,Anti-TNF,Crohn's Disease
NCT82979804,Study of Infliximab in Crohn's Disease,A Phase 1 Study of Infliximab for the Treatment of Crohn's Disease,Interventional,Phase 1,677,2024-02-19,2024-03-23,Completed,Industry,Crossover Assignment,Treatment,Infliximab,Anti-TNF,Crohn's Disease
NCT30804216,Study of Infliximab in Crohn's Disease,A Phase 1 Study of Infliximab for the Treatment of Crohn's Disease,Observational,Phase 1,172,2021-01-17,2021-06-23,Recruiting,Other,Crossover Assignment,Supportive Care,Infliximab,Anti-TNF,Crohn's Disease
NCT47154172,Study of Infliximab in Crohn's Disease,A Phase 2 Study of Infliximab for the Treatment of Crohn's Disease,Interventional,Phase 2,673,2021-05-25,2023-04-11,Completed,Industry,Parallel Assignment,Diagnostic,Infliximab,Anti-TNF,Crohn's Disease
NCT17286189,Study of Infliximab in Crohn's Disease,A Phase 2 Study of Infliximab for the Treatment of Crohn's Disease,Interventional,Phase 2,432,2021-05-15,2021-07-31,Terminated,NIH,Single Group Assignment,Prevention,Infliximab,Anti-TNF,Crohn's Disease
NCT97360248,Study of Infliximab in Crohn's Disease,A Phase 2 Study of Infliximab for the Treatment of Crohn's Disease,Observational,Phase 2,242,2025-03-19,2027-01-03,Terminated,Industry,Single Group Assignment,Supportive Care,Infliximab,Anti-TNF,Crohn's Disease
NCT12891154,Study of Infliximab in Crohn's Disease,A Phase 3 Study of Infliximab for the Treatment of Crohn's Disease,Observational,Phase 3,887,2022-09-29,2023-08-14,Terminated,Other,Single Group Assignment,Supportive Care,Infliximab,Anti-TNF,Crohn's Disease
NCT17612082,Study of Infliximab in Crohn's Disease,A Phase 4 Study of Infliximab for the Treatment of Crohn's Disease,Interventional,Phase 4,121,2025-04-22,2027-02-11,Terminated,Industry,Parallel Assignment,Supportive Care,Infliximab,Anti-TNF,Crohn's Disease
NCT43370171,Study of Infliximab in Crohn's Disease,A Phase 4 Study of Infliximab for the Treatment of Crohn's Disease,Observational,Phase 4,886,2023-02-05,2023-10-31,Suspended,NIH,Parallel Assignment,Diagnostic,Infliximab,Anti-TNF,Crohn's Disease
NCT93835633,Study of Infliximab in Crohn's Disease,A Phase 4 Study of Infliximab for the Treatment of Crohn's Disease,Observational,Phase 4,450,2024-03-24,2024-09-11,Completed,Other,Single Group Assignment,Supportive Care,Infliximab,Anti-TNF,Crohn's Disease
NCT34886786,Study of Infliximab in Psoriasis,A Phase 1 Study of Infliximab for the Treatment of Psoriasis,Observational,Phase 1,32,2024-06-22,2024-11-15,Terminated,Other,Single Group Assignment,Supportive Care,Infliximab,Anti-TNF,Psoriasis
NCT12508045,Study of Infliximab in Psoriasis,A Phase 1 Study of Infliximab for the Treatment of Psoriasis,Observational,Phase 1,710,2022-06-30,2022-12-13,Recruiting,Other,Parallel Assignment,Prevention,Infliximab,Anti-TNF,Psoriasis
NCT59756976,Study of Infliximab in Psoriasis,A Phase 2 Study of Infliximab for the Treatment of Psoriasis,Interventional,Phase 2,396,2022-03-17,2023-10-23,Suspended,NIH,Crossover Assignment,Diagnostic,Infliximab,Anti-TNF,Psoriasis
NCT20102274,Study of Infliximab in Psoriasis,A Phase 2 Study of Infliximab for the Treatment of Psoriasis,Interventional,Phase 2,123,2024-12-28,2026-07-26,Recruiting,NIH,Parallel Assignment,Prevention,Infliximab,Anti-TNF,Psoriasis
NCT56010568,Study of Infliximab in Psoriasis,A Phase 2 Study of Infliximab for the Treatment of Psoriasis,Interventional,Phase 2,356,2022-12-15,2023-10-11,Completed,Industry,Crossover Assignment,Prevention,Infliximab,Anti-TNF,Psoriasis
NCT82942613,Study of Infliximab in Psoriasis,A Phase 3 Study of Infliximab for the Treatment of Psoriasis,Observational,Phase 3,896,2023-02-22,2023-07-15,Completed,Industry,Parallel Assignment,Supportive Care,Infliximab,Anti-TNF,Psoriasis
NCT23874360,Study of Infliximab in Psoriasis,A Phase 3 Study of Infliximab for the Treatment of Psoriasis,Interventional,Phase 3,932,2021-04-11,2023-04-02,Recruiting,Other,Crossover Assignment,Diagnostic,Infliximab,Anti-TNF,Psoriasis
NCT73100492,Study of Infliximab in Psoriasis,A Phase 3 Study of Infliximab for the Treatment of Psoriasis,Interventional,Phase 3,975,2020-03-04,2021-12-22,Recruiting,Other,Parallel Assignment,Prevention,Infliximab,Anti-TNF,Psoriasis
NCT11972949,Study of Infliximab in Psoriasis,A Phase 4 Study of Infliximab for the Treatment of Psoriasis,Interventional,Phase 4,485,2023-11-27,2025-08-05,Completed,NIH,Crossover Assignment,Supportive Care,Infliximab,Anti-TNF,Psoriasis
NCT80399181,Study of Certolizumab in Rheumatoid Arthritis,A Phase 1 Study of Certolizumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 1,753,2024-05-06,2024-09-06,Terminated,NIH,Parallel Assignment,Treatment,Certolizumab,Anti-TNF,Rheumatoid Arthritis
NCT81449223,Study of Certolizumab in Rheumatoid Arthritis,A Phase 1 Study of Certolizumab for the Treatment of Rheumatoid Arthritis,Observational,Phase 1,505,2022-08-20,2024-02-06,Terminated,Other,Single Group Assignment,Prevention,Certolizumab,Anti-TNF,Rheumatoid Arthritis
NCT95177158,Study of Certolizumab in Rheumatoid Arthritis,A Phase 1 Study of Certolizumab for the Treatment of Rheumatoid Arthritis,Observational,Phase 1,706,2022-05-04,2023-12-08,Suspended,Other,Parallel Assignment,Prevention,Certolizumab,Anti-TNF,Rheumatoid Arthritis
NCT15990835,Study of Certolizumab in Rheumatoid Arthritis,A Phase 2 Study of Certolizumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 2,970,2024-05-25,2026-02-20,Recruiting,Other,Parallel Assignment,Prevention,Certolizumab,Anti-TNF,Rheumatoid Arthritis
NCT62484067,Study of Certolizumab in Rheumatoid Arthritis,A Phase 3 Study of Certolizumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 3,266,2022-03-19,2023-12-23,Recruiting,NIH,Parallel Assignment,Treatment,Certolizumab,Anti-TNF,Rheumatoid Arthritis
NCT76321648,Study of Certolizumab in Rheumatoid Arthritis,A Phase 3 Study of Certolizumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 3,961,2021-03-11,2021-07-20,Terminated,Industry,Crossover Assignment,Supportive Care,Certolizumab,Anti-TNF,Rheumatoid Arthritis
NCT11808985,Study of Certolizumab in Rheumatoid Arthritis,A Phase 4 Study of Certolizumab for the Treatment of Rheumatoid Arthritis,Interventional,Phase 4,888,2022-09-11,2022-12-14,Terminated,Industry,Crossover Assignment,Diagnostic,Certolizumab,Anti-TNF,Rheumatoid Arthritis
NCT46815158,Study of Certolizumab in Rheumatoid Arthritis,A Phase 4 Study of Certolizumab for the Treatment of Rheumatoid Arthritis,Observational,Phase 4,31,2023-02-03,2023-06-06,Recruiting,NIH,Parallel Assignment,Diagnostic,Certolizumab,Anti-TNF,Rheumatoid Arthritis
NCT35993705,Study of Certolizumab in Crohn's Disease,A Phase 1 Study of Certolizumab for the Treatment of Crohn's Disease,Observational,Phase 1,801,2022-11-08,2023-08-13,Completed,NIH,Parallel Assignment,Diagnostic,Certolizumab,Anti-TNF,Crohn's Disease
NCT85373679,Study of Certolizumab in Crohn's Disease,A Phase 2 Study of Certolizumab for the Treatment of Crohn's Disease,Interventional,Phase 2,537,2024-03-05,2025-06-20,Recruiting,Other,Crossover Assignment,Supportive Care,Certolizumab,Anti-TNF,Crohn's Disease
NCT41165618,Study of Certolizumab in Crohn's Disease,A Phase 2 Study of Certolizumab for the Treatment of Crohn's Disease,Observational,Phase 2,783,2021-08-11,2023-01-04,Recruiting,NIH,Crossover Assignment,Diagnostic,Certolizumab,Anti-TNF,Crohn's Disease
NCT74965919,Study of Certolizumab in Crohn's Disease,A Phase 2 Study of Certolizumab for the Treatment of Crohn's Disease,Observational,Phase 2,64,2024-06-02,2025-06-28,Completed,Industry,Crossover Assignment,Diagnostic,Certolizumab,Anti-TNF,Crohn's Disease
NCT70065580,Study of Certolizumab in Crohn's Disease,A Phase 3 Study of Certolizumab for the Treatment of Crohn's Disease,Interventional,Phase 3,979,2022-04-09,2023-09-19,Suspended,Other,Single Group Assignment,Treatment,Certolizumab,Anti-TNF,Crohn's Disease
NCT93831616,Study of Certolizumab in Crohn's Disease,A Phase 3 Study of Certolizumab for the Treatment of Crohn's Disease,Interventional,Phase 3,305,2022-07-04,2023-04-28,Recruiting,NIH,Crossover Assignment,Prevention,Certolizumab,Anti-TNF,Crohn's Disease
NCT71567453,Study of Certolizumab in Crohn's Disease,A Phase 3 Study of Certolizumab for the Treatment of Crohn's Disease,Interventional,Phase 3,800,2022-05-21,2023-08-25,Suspended,Industry,Single Group Assignment,Supportive Care,Certolizumab,Anti-TNF,Crohn's Disease
NCT42977990,Study of Certolizumab in Crohn's Disease,A Phase 4 Study of Certolizumab for the Treatment of Crohn's Disease,Observational,Phase 4,764,2023-01-09,2023-08-07,Completed,NIH,Single Group Assignment,Diagnostic,Certolizumab,Anti-TNF,Crohn's Disease
NCT29107906,Study of Certolizumab in Psoriasis,A Phase 1 Study of Certolizumab for the Treatment of Psoriasis,Interventional,Phase 1,593,2023-08-22,2024-07-06,Recruiting,Industry,Parallel Assignment,Treatment,Certolizumab,Anti-TNF,Psoriasis
NCT89978301,Study of Certolizumab in Psoriasis,A Phase 2 Study of Certolizumab for the Treatment of Psoriasis,Observational,Phase 2,53,2023-08-19,2024-10-01,Suspended,Other,Single Group Assignment,Treatment,Certolizumab,Anti-TNF,Psoriasis
NCT63389468,Study of Certolizumab in Psoriasis,A Phase 3 Study of Certolizumab for the Treatment of Psoriasis,Observational,Phase 3,146,2025-02-06,2025-12-08,Terminated,NIH,Parallel Assignment,Treatment,Certolizumab,Anti-TNF,Psoriasis
NCT94256173,Study of Certolizumab in Psoriasis,A Phase 4 Study of Certolizumab for the Treatment of Psoriasis,Observational,Phase 4,982,2021-07-09,2022-02-03,Recruiting,Other,Parallel Assignment,Prevention,Certolizumab,Anti-TNF,Psoriasis
